hotel_id,Search_Date,Stay Date,Device,Search_Rank_Position,Click_Flag,Price Shown(INR),Competitor Avg Price,Occupancy Rate(%),Conversion_Flag
HTL0234,2026-05-09,2026-05-13,Android App,8.0,0,8973.27,7578.61,59.4,0
HTL0054,2025-12-04,2025-12-06,,1.0,1,10903.57,10239.23,53.8,0
HTL0037,2025-08-27,2025-08-30,Mobile Web,2.0,0,12850.75,,37.2,0
HTL0009,2024-04-12,2024-04-13,Desktop Web,2.0,0,7619.51,,78.5,0
HTL0242,2025-06-06,2025-06-09,android app,8.0,0,10805.66,8577.18,,0
HTL0212,2024-02-29,2024-03-02,Android App,16.0,0,12894.72,,72.0,0
HTL0251,2025-11-15,2025-11-22,Desktop Web,8.0,1,11643.13,11496.6,38.1,0
HTL0270,2024-04-19,2024-05-19,android app,12.0,1,9917.2,10941.45,47.9,0
HTL0121,2025-03-21,2025-04-03,IOS APP,3.0,0,8911.63,9134.37,30.7,0
HTL0052,2025-01-06,2025-01-14,android app,1.0,1,7341.69,8040.47,39.9,0
HTL0271,2026-06-19,2026-07-16,,,0,11358.7,10385.71,,0
HTL0088,2025-07-15,2025-07-20,,3.0,0,10568.82,10750.45,27.0,0
HTL0102,2026-06-14,2026-06-29,android app,1.0,0,7080.52,,27.3,0
HTL0219,2024-11-17,2024-12-19,IOS APP,6.0,0,7287.92,8283.64,34.3,0
HTL0101,2025-06-16,2025-07-10,IOS APP,2.0,1,11945.78,12082.78,36.9,0
HTL0225,2023-10-20,2023-10-30,Mobile Web,28.0,0,7781.79,,30.4,0
HTL0178,2024-10-14,2024-10-15,,6.0,0,9359.13,10484.52,33.6,0
HTL0142,2025-05-15,2025-05-19,IOS APP,29.0,0,7689.22,7926.73,39.9,0
HTL0186,2025-08-25,2025-10-05,IOS APP,6.0,1,3222.82,,,0
HTL0251,2024-05-16,2024-06-13,iOS App,1.0,0,11407.02,,30.5,0
HTL0191,2025-05-16,2025-05-19,,19.0,0,7435.58,,52.5,0
HTL0083,2026-01-05,2026-01-11,Mobile Web,10.0,0,8127.07,8348.24,45.8,0
HTL0235,2025-04-25,2025-05-12,iOS App,5.0,0,9083.86,,50.3,0
HTL0067,2024-11-05,2025-01-04,,6.0,1,12438.74,,,0
HTL0145,2026-09-06,2026-09-07,,3.0,0,6401.33,6791.72,30.6,0
HTL0108,2025-04-23,2025-04-23,,17.0,1,6692.41,6846.45,,0
HTL0083,2024-02-14,2024-03-02,android app,4.0,0,9490.46,,,0
HTL0178,2025-07-23,2025-07-29,Desktop Web,4.0,1,11170.46,10837.07,63.7,0
HTL0025,2025-01-06,2025-01-22,,3.0,1,9537.24,11297.6,30.9,0
HTL0163,2026-07-03,2026-07-10,iOS App,13.0,1,7170.17,6680.99,65.8,0
HTL0285,2025-04-12,2025-04-24,IOS APP,,0,8649.19,,75.4,0
HTL0015,2026-05-11,2026-06-16,Mobile Web,8.0,1,9932.22,9419.75,17.4,0
HTL0252,2026-04-26,2026-05-03,,1.0,0,4568.87,,37.4,0
HTL0044,2025-03-30,2025-04-04,,9.0,0,11393.25,,73.0,0
HTL0299,2025-10-29,2025-11-13,android app,5.0,0,13066.07,15161.51,12.5,0
HTL0062,2023-10-11,2023-10-20,Android App,4.0,1,11207.58,12284.92,5.0,0
HTL0200,2026-01-26,2026-02-26,android app,6.0,0,8092.6,6697.26,46.4,0
HTL0227,2023-11-09,2023-12-07,android app,6.0,1,9346.71,,,0
HTL0113,2024-03-27,2024-04-21,,5.0,1,5523.87,,65.4,0
HTL0157,2024-10-25,2024-10-27,,12.0,0,10712.2,,65.0,0
HTL0210,2025-03-15,2025-04-29,Android App,6.0,0,5174.17,4349.88,,0
HTL0155,2025-06-21,2025-07-19,,1.0,0,8055.71,,66.7,0
HTL0125,2024-04-05,2024-04-05,,2.0,0,8253.7,7885.2,18.5,0
HTL0021,2024-03-03,2024-03-06,android app,1.0,0,12119.82,13325.52,,0
HTL0260,2026-02-15,2026-02-27,Android App,3.0,0,9012.09,7568.07,,0
HTL0119,2024-06-03,2024-06-28,IOS APP,2.0,0,14851.1,13732.57,45.4,0
HTL0278,2025-11-12,2025-11-22,Desktop Web,4.0,1,11305.98,,35.4,0
HTL0177,2023-12-11,2024-01-08,,1.0,1,6421.94,7643.21,29.3,0
HTL0085,2024-07-12,2024-07-12,,23.0,0,7801.3,7934.55,62.5,0
HTL0094,2025-12-11,2025-12-25,IOS APP,1.0,0,9899.27,,63.8,0
HTL0220,2024-03-12,2024-03-18,Desktop Web,1.0,1,10295.15,11325.91,43.2,0
HTL0212,2026-07-24,2026-07-26,IOS APP,7.0,1,10576.34,9414.93,78.2,0
HTL0040,2026-09-15,2026-10-07,Mobile Web,3.0,1,9401.49,9518.5,71.0,0
HTL0131,2026-01-16,2026-02-16,,23.0,0,8546.04,,47.4,0
HTL0173,2024-01-20,2024-01-30,iOS App,4.0,0,10876.23,,40.8,0
HTL0136,2024-01-14,2024-02-14,,5.0,0,9066.52,9430.01,33.2,0
HTL0256,2024-03-12,2024-03-27,Mobile Web,6.0,1,13804.23,15832.94,67.0,0
HTL0247,2025-04-06,2025-05-21,,8.0,0,11954.88,11330.3,30.5,0
HTL0271,2026-09-06,2026-09-14,android app,7.0,1,11245.47,13241.16,37.1,1
HTL0221,2025-07-31,2025-08-06,Desktop Web,8.0,0,7561.24,,38.6,0
HTL0248,2024-05-12,2024-05-17,Mobile Web,1.0,1,10491.48,,71.0,0
HTL0150,2024-08-24,2024-08-25,Android App,,1,9229.28,8912.34,33.4,0
HTL0042,2025-08-13,2025-09-18,iOS App,19.0,1,9832.89,8997.0,42.5,0
HTL0249,2025-08-10,2025-09-06,android app,4.0,0,3873.07,,,0
HTL0028,2026-02-03,2026-02-09,Mobile Web,1.0,0,8630.69,8302.86,53.1,0
HTL0037,2025-05-24,2025-06-01,Mobile Web,9.0,0,10923.89,9330.41,58.8,0
HTL0256,2025-09-25,2025-10-17,Android App,2.0,1,10560.64,,54.6,0
HTL0215,2026-01-28,2026-02-01,,13.0,0,4101.45,,31.2,0
HTL0253,2025-10-11,2025-10-20,,3.0,0,10561.53,,87.0,0
HTL0167,2024-08-29,2024-09-21,android app,3.0,1,10522.79,,57.9,0
HTL0136,2025-09-13,2025-09-14,Android App,5.0,1,8280.25,,20.3,0
HTL0032,2024-04-24,2024-04-29,Mobile Web,2.0,0,4738.68,5692.77,25.7,0
HTL0125,2026-07-20,2026-08-29,Desktop Web,5.0,0,7638.18,7660.35,50.5,0
HTL0287,2023-12-11,2024-01-08,Desktop Web,14.0,0,3206.71,3631.54,46.0,0
HTL0164,2024-11-26,2024-11-30,iOS App,1.0,1,8906.62,8886.43,50.5,0
HTL0271,2026-05-07,2026-05-14,,10.0,0,11073.92,11428.61,41.9,0
HTL0110,2024-06-08,2024-06-11,,5.0,1,6894.47,,32.3,0
HTL0062,2024-04-14,2024-04-23,android app,12.0,0,9038.76,8880.29,,0
HTL0266,2026-09-01,2026-09-02,IOS APP,11.0,0,4095.41,,40.7,0
HTL0210,2025-03-02,2025-03-22,iOS App,15.0,0,5574.39,,56.0,0
HTL0291,2025-03-11,2025-03-16,Mobile Web,3.0,0,9049.82,,53.2,0
HTL0034,2026-06-23,2026-06-27,Mobile Web,13.0,1,12003.23,11723.04,59.9,0
HTL0106,2025-03-17,2025-03-20,,19.0,0,10132.3,10215.58,45.7,0
HTL0255,2026-03-09,2026-04-08,,22.0,1,6950.31,6513.15,45.9,0
HTL0197,2025-04-05,2025-04-20,,10.0,1,8385.71,6499.26,46.3,0
HTL0154,2026-04-20,2026-04-21,,17.0,0,5545.76,5574.57,45.6,0
HTL0057,2026-05-07,2026-05-31,Desktop Web,4.0,0,7616.13,,33.2,0
HTL0239,2025-11-30,2025-12-11,,2.0,0,9342.21,10412.2,45.3,0
HTL0081,2023-10-25,2023-10-29,IOS APP,1.0,0,7171.89,,64.3,0
HTL0037,2024-03-03,2024-03-03,IOS APP,1.0,0,11402.13,,,0
HTL0154,2025-07-14,2025-08-09,,8.0,1,8135.86,6486.42,,0
HTL0156,2025-12-12,2025-12-22,,1.0,1,8403.33,,46.4,0
HTL0274,2025-08-16,2025-08-18,iOS App,1.0,1,7081.84,,45.5,0
HTL0059,2024-06-01,2024-07-20,Android App,1.0,0,15857.83,,57.4,0
HTL0060,2026-09-08,2026-10-03,android app,8.0,0,3949.78,,32.0,0
HTL0074,2024-02-05,2024-02-24,iOS App,5.0,0,3550.59,,46.8,0
HTL0231,2024-10-10,2024-10-30,Desktop Web,1.0,0,14326.06,,73.0,0
HTL0019,2026-04-28,2026-05-12,,8.0,0,3277.86,,63.1,0
HTL0119,2023-11-15,2023-11-23,Mobile Web,23.0,1,11760.49,9918.73,55.1,0
HTL0106,2023-11-18,2023-12-07,android app,15.0,0,9694.31,11137.28,56.5,0
HTL0026,2025-03-30,2025-04-09,,6.0,1,6522.92,,,0
HTL0185,2025-04-05,2025-05-03,IOS APP,4.0,0,10999.9,,47.3,0
HTL0284,2025-05-16,2025-05-22,android app,,0,6396.09,5038.83,28.8,0
HTL0263,2024-12-25,2025-01-17,Desktop Web,17.0,1,11055.75,11088.01,36.0,0
HTL0144,2024-11-18,2024-11-27,IOS APP,1.0,0,8654.21,,27.8,0
HTL0178,2026-08-29,2026-09-04,,10.0,0,12284.17,11204.77,43.1,0
HTL0055,2025-02-02,2025-02-09,,1.0,0,8754.86,,,0
HTL0178,2026-07-12,2026-07-14,,5.0,1,11006.15,,53.2,0
HTL0151,2025-05-02,2025-06-06,,3.0,1,7947.65,7643.18,63.8,0
HTL0053,2023-10-13,2023-11-14,,3.0,0,10311.14,,64.1,0
HTL0207,2024-03-29,2024-04-15,iOS App,24.0,0,12946.11,,50.9,0
HTL0198,2025-08-05,2025-08-06,,1.0,1,9353.07,9772.41,63.0,0
HTL0213,2025-08-09,2025-08-09,Mobile Web,3.0,0,10690.89,11543.29,30.0,0
HTL0290,2024-02-17,2024-02-26,android app,3.0,0,10852.12,,34.9,0
HTL0295,2025-03-08,2025-04-04,android app,5.0,1,10995.83,,32.7,0
HTL0073,2024-04-04,2024-04-29,,1.0,1,4308.64,,33.8,0
HTL0038,2025-09-14,2025-09-14,,7.0,0,8540.57,8695.48,45.5,0
HTL0120,2025-09-19,2025-10-16,,2.0,0,8074.71,7319.95,29.0,0
HTL0218,2024-06-26,2024-07-04,Android App,,1,10528.24,8960.08,58.8,0
HTL0028,2025-06-07,2025-06-08,Mobile Web,7.0,0,8665.61,,82.7,0
HTL0057,2024-12-19,2024-12-21,,7.0,0,9524.7,,57.3,0
HTL0251,2026-03-11,2026-04-13,android app,2.0,0,11948.74,,71.3,0
HTL0184,2026-03-05,2026-03-29,Desktop Web,3.0,0,8319.48,,65.9,0
HTL0137,2025-08-24,2025-09-03,,1.0,0,9699.07,9779.74,24.6,0
HTL0210,2026-08-14,2026-08-28,,,0,5538.87,,51.9,0
HTL0146,2025-09-15,2025-10-08,,6.0,1,9618.74,,,0
HTL0147,2023-11-22,2023-11-27,iOS App,8.0,0,7270.24,8509.19,81.1,0
HTL0077,2024-05-04,2024-06-06,Android App,1.0,1,8130.27,,37.6,0
HTL0017,2025-09-02,2025-10-03,,8.0,1,10154.96,,50.6,0
HTL0026,2025-12-08,2026-01-28,,1.0,1,7199.14,,41.0,0
HTL0158,2024-05-07,2024-05-26,,13.0,0,9132.77,12095.2,,0
HTL0196,2025-05-23,2025-05-23,,4.0,0,8207.39,7066.8,,0
HTL0029,2024-04-20,2024-05-03,,22.0,0,11850.24,11137.49,39.3,0
HTL0114,2026-01-25,2026-01-29,Android App,4.0,1,9685.76,8454.71,,1
HTL0241,2026-05-06,2026-05-21,android app,1.0,1,8663.3,9116.08,69.6,0
HTL0081,2026-03-10,2026-03-10,Android App,,0,7145.09,8178.1,55.0,0
HTL0186,2024-06-11,2024-07-05,iOS App,8.0,0,4355.14,,73.5,0
HTL0121,2025-03-05,2025-03-05,Android App,7.0,1,8188.49,8360.1,63.2,0
HTL0205,2023-12-26,2024-01-01,,2.0,0,11591.4,,61.1,0
HTL0018,2024-09-12,2024-10-03,IOS APP,3.0,0,10744.24,,41.6,0
HTL0141,2024-02-27,2024-02-27,Desktop Web,5.0,1,11887.36,,58.5,0
HTL0229,2025-11-23,2025-12-09,android app,1.0,1,8804.28,,,0
HTL0025,2024-05-11,2024-05-14,Desktop Web,,0,10407.28,10434.55,33.7,0
HTL0255,2026-02-21,2026-02-25,Android App,3.0,1,6274.73,,74.8,0
HTL0157,2024-12-26,2024-12-30,,4.0,0,11398.65,,85.8,0
HTL0122,2024-01-17,2024-02-09,iOS App,12.0,1,3949.26,,18.6,0
HTL0034,2024-03-19,2024-03-20,Android App,3.0,1,9810.58,8585.5,53.0,1
HTL0281,2024-10-25,2024-11-06,Android App,6.0,0,7165.88,6337.93,31.2,0
HTL0211,2025-09-24,2025-10-04,iOS App,4.0,1,11507.22,11567.57,65.2,0
HTL0183,2025-01-23,2025-01-24,Android App,41.0,0,7303.95,,75.8,0
HTL0122,2026-05-18,2026-05-31,,22.0,0,3604.02,,64.2,0
HTL0041,2025-04-16,2025-04-23,Desktop Web,6.0,1,10937.16,,47.4,0
HTL0015,2025-02-06,2025-02-11,Mobile Web,,0,11653.12,,75.3,0
HTL0243,2024-12-24,2024-12-25,Android App,20.0,0,9611.18,,,0
HTL0083,2026-04-14,2026-05-08,android app,7.0,0,9764.35,,32.3,0
HTL0143,2026-07-07,2026-08-20,iOS App,7.0,1,8476.86,,73.7,0
HTL0205,2026-02-17,2026-03-14,Mobile Web,7.0,1,9465.36,,57.6,1
HTL0165,2025-03-24,2025-03-26,,21.0,0,8324.92,8687.45,,0
HTL0080,2024-06-15,2024-07-29,Desktop Web,1.0,1,9232.63,,,1
HTL0074,2025-05-17,2025-05-26,Desktop Web,19.0,1,3565.63,,34.1,0
HTL0044,2023-12-08,2023-12-11,IOS APP,1.0,1,8625.75,9321.83,33.9,1
HTL0061,2025-07-31,2025-08-02,Mobile Web,4.0,0,10287.99,10872.27,87.2,0
HTL0110,2026-08-10,2026-08-15,iOS App,3.0,1,7429.02,6459.03,37.9,0
HTL0196,2025-08-07,2025-08-20,Mobile Web,12.0,0,5734.72,,66.3,0
HTL0190,2025-03-04,2025-03-18,,1.0,0,11187.06,9587.49,,0
HTL0144,2025-12-16,2025-12-19,,10.0,0,8454.53,7905.73,58.6,0
HTL0167,2025-06-08,2025-06-08,,2.0,0,8682.49,9986.32,56.1,0
HTL0215,2025-03-09,2025-04-13,Desktop Web,,0,4633.45,,25.2,0
HTL0029,2026-05-14,2026-05-26,Desktop Web,1.0,0,10397.03,9969.98,45.1,0
HTL0233,2026-07-25,2026-08-08,,,1,11323.17,,48.2,0
HTL0048,2023-12-30,2024-01-08,,1.0,0,8780.85,8931.53,54.7,0
HTL0159,2024-11-25,2024-12-07,IOS APP,10.0,0,9629.2,,14.8,0
HTL0161,2026-04-16,2026-05-14,,18.0,0,5667.51,7118.73,39.9,0
HTL0202,2025-10-06,2025-10-11,Mobile Web,7.0,0,13657.54,11904.92,,0
HTL0090,2024-12-24,2024-12-27,Desktop Web,5.0,1,15565.81,,68.1,0
HTL0265,2025-08-29,2025-09-06,Mobile Web,4.0,1,8697.51,,55.5,0
HTL0061,2023-09-21,2023-09-26,Desktop Web,2.0,0,7746.0,,59.5,0
HTL0167,2023-10-27,2023-11-17,IOS APP,14.0,0,12622.44,,63.7,0
HTL0027,2025-06-18,2025-06-20,,8.0,1,7397.62,8638.47,50.2,0
HTL0284,2025-10-18,2025-10-22,,22.0,0,8962.97,,86.4,0
HTL0138,2024-08-25,2024-09-07,iOS App,1.0,1,8517.49,,,0
HTL0131,2024-07-19,2024-07-21,iOS App,8.0,1,7642.09,,14.9,1
HTL0227,2024-03-31,2024-04-19,iOS App,1.0,1,10786.16,12236.49,46.2,0
HTL0105,2024-11-23,2024-12-18,iOS App,25.0,0,10023.03,,34.5,0
HTL0145,2024-07-10,2024-07-20,android app,4.0,1,8087.74,7515.49,68.1,0
HTL0214,2023-09-24,2023-11-15,Desktop Web,4.0,1,8366.48,,52.0,1
HTL0001,2026-08-22,2026-11-26,android app,1.0,0,8412.73,10122.5,46.0,0
HTL0086,2025-03-01,2025-03-10,iOS App,1.0,0,8374.69,7866.65,68.0,0
HTL0269,2024-09-19,2024-09-29,iOS App,13.0,0,14237.97,,,0
HTL0080,2025-10-29,2025-10-31,Desktop Web,1.0,0,8276.7,,47.9,0
HTL0088,2024-06-08,2024-06-10,,6.0,0,8401.58,,53.5,0
HTL0242,2026-01-28,2026-03-31,Desktop Web,1.0,0,10965.21,11193.35,55.1,0
HTL0128,2026-06-07,2026-06-13,Android App,1.0,0,7495.28,,,0
HTL0178,2025-01-02,2025-01-03,Mobile Web,5.0,0,14911.71,13207.22,73.7,0
HTL0128,2024-02-14,2024-02-20,,6.0,1,7758.82,8697.76,59.6,1
HTL0060,2024-05-29,2024-06-11,Desktop Web,11.0,0,3562.71,3349.51,45.9,0
HTL0103,2025-09-01,2025-09-25,Desktop Web,3.0,1,7572.52,,14.6,0
HTL0073,2024-09-08,2024-09-08,Desktop Web,8.0,0,5683.55,,56.8,0
HTL0284,2024-07-19,2024-07-30,Android App,10.0,0,5248.28,6258.38,,0
HTL0258,2025-11-13,2025-11-17,android app,5.0,0,6267.81,5478.8,68.6,0
HTL0244,2026-07-25,2026-07-30,Android App,6.0,1,4857.93,,30.0,0
HTL0055,2025-04-15,2025-05-03,Desktop Web,49.0,0,8227.26,9419.54,48.2,0
HTL0108,2025-02-12,2025-02-16,iOS App,1.0,1,7751.96,,41.5,0
HTL0257,2025-06-30,2025-07-20,android app,1.0,1,12195.38,,,1
HTL0049,2025-03-30,2025-04-08,iOS App,2.0,1,11087.41,11037.45,68.1,1
HTL0278,2024-11-10,2024-11-28,Android App,10.0,1,8724.31,8598.22,61.3,0
HTL0217,2024-06-06,2024-06-24,iOS App,12.0,0,7850.78,,46.8,0
HTL0229,2025-12-10,2025-12-11,Desktop Web,1.0,0,10450.53,9495.11,66.4,0
HTL0019,2024-08-14,2024-09-09,,,0,3501.83,,24.9,0
HTL0286,2024-11-06,2024-12-08,,12.0,1,10387.29,,65.5,0
HTL0114,2024-06-13,2024-07-07,iOS App,16.0,0,9401.98,10562.11,51.1,0
HTL0300,2024-12-04,2024-12-23,IOS APP,2.0,0,12945.06,11184.5,53.9,0
HTL0019,2025-09-16,2025-10-13,,9.0,0,3477.22,,43.2,0
HTL0029,2024-04-10,2024-04-11,android app,1.0,0,10032.27,,60.2,0
HTL0177,2026-04-27,2026-05-21,,21.0,0,8241.2,,49.5,0
HTL0054,2026-09-13,2026-09-24,IOS APP,20.0,0,11360.32,12266.7,58.0,0
HTL0272,2025-06-15,2025-06-18,,2.0,0,13437.52,,5.7,0
HTL0277,2025-11-15,2025-12-05,Mobile Web,3.0,0,9415.59,10307.44,89.6,0
HTL0230,2024-12-28,2024-12-29,IOS APP,1.0,0,6824.93,,40.1,0
HTL0234,2023-09-26,2023-09-27,,6.0,1,10650.42,,40.0,0
HTL0139,2025-12-12,2025-12-29,Android App,1.0,0,7575.7,5882.28,61.1,0
HTL0253,2023-11-22,2023-12-04,Mobile Web,,0,7513.89,,56.9,0
HTL0021,2024-05-17,2024-05-19,Desktop Web,2.0,1,13116.26,,72.0,0
HTL0024,2026-04-04,2026-04-13,Android App,18.0,0,12168.77,,,0
HTL0229,2025-03-02,2025-03-02,android app,6.0,0,9866.41,9122.68,74.2,0
HTL0252,2024-05-07,2024-05-31,,1.0,1,4812.75,4413.51,50.2,0
HTL0240,2024-06-21,2024-07-22,android app,5.0,1,8365.26,8819.45,30.4,0
HTL0185,2026-06-02,2026-07-16,,,1,9590.56,11194.47,19.8,1
HTL0169,2024-04-29,2024-05-02,iOS App,27.0,0,9800.74,9018.16,68.3,0
HTL0208,2026-03-30,2026-03-30,iOS App,9.0,0,6558.14,6311.64,54.1,0
HTL0083,2024-01-10,2024-02-08,iOS App,1.0,0,8963.71,9325.58,19.3,0
HTL0071,2024-12-25,2025-01-09,,1.0,0,9560.99,,40.8,0
HTL0126,2024-12-06,2024-12-09,iOS App,17.0,0,11122.79,10487.08,,0
HTL0115,2026-05-24,2026-05-29,Mobile Web,4.0,1,12896.8,,37.1,0
HTL0072,2025-11-28,2025-12-06,iOS App,3.0,0,11049.31,13852.23,36.3,0
HTL0139,2024-11-08,2024-11-20,IOS APP,1.0,0,11526.81,,52.9,0
HTL0268,2023-10-01,2023-10-17,,23.0,0,7572.38,,29.3,0
HTL0130,2024-08-31,2024-09-19,,12.0,0,7865.52,,52.7,0
HTL0273,2025-04-13,2025-06-21,android app,2.0,0,6848.33,6332.17,59.3,0
HTL0292,2025-01-11,2025-02-20,iOS App,1.0,0,10513.57,,24.0,0
HTL0116,2025-04-18,2025-04-18,Android App,1.0,0,14379.98,13295.26,75.8,0
HTL0125,2025-03-12,2025-03-18,,9.0,0,6680.36,5943.37,42.4,0
HTL0007,2025-11-08,2025-11-16,IOS APP,1.0,0,8552.03,9422.09,43.1,0
HTL0202,2024-05-15,2024-05-21,Desktop Web,5.0,0,14068.66,,44.2,0
HTL0264,2024-08-31,2024-10-06,Desktop Web,3.0,0,8882.08,8076.35,35.9,0
HTL0192,2025-07-27,2025-07-30,Mobile Web,,1,6091.7,,,0
HTL0093,2024-08-13,2024-09-26,iOS App,1.0,0,6480.94,7152.89,17.5,0
HTL0129,2026-06-03,2026-06-24,iOS App,3.0,0,7318.63,,,0
HTL0188,2025-03-21,2025-04-11,,13.0,0,11125.13,,56.4,0
HTL0148,2025-06-05,2025-06-15,,4.0,0,6510.62,8074.21,,0
HTL0289,2025-08-11,2025-09-03,,4.0,1,7670.19,,57.0,0
HTL0213,2025-04-01,2025-04-12,iOS App,1.0,0,11588.66,,,0
HTL0189,2024-05-24,2024-06-04,Android App,,0,13000.73,15520.51,47.1,0
HTL0101,2025-12-31,2026-01-07,Desktop Web,1.0,1,10433.2,,,0
HTL0024,2025-01-11,2025-02-20,android app,2.0,1,10938.3,,69.8,0
HTL0134,2024-12-27,2025-01-15,iOS App,8.0,1,6567.41,6645.33,57.0,0
HTL0010,2025-09-10,2025-09-10,iOS App,25.0,0,11747.35,12202.8,,0
HTL0158,2025-03-27,2025-04-05,Android App,1.0,0,11934.07,12376.47,50.0,0
HTL0235,2026-01-21,2026-01-25,iOS App,2.0,1,7738.71,8641.31,74.1,1
HTL0165,2025-12-28,2026-01-06,Mobile Web,11.0,1,8370.48,,58.8,1
HTL0008,2026-07-16,2026-09-12,iOS App,2.0,0,11888.04,,33.0,0
HTL0190,2026-02-12,2026-04-22,iOS App,4.0,0,12569.07,13593.51,57.1,0
HTL0190,2025-09-12,2025-12-24,,1.0,0,16916.16,,61.4,0
HTL0266,2025-04-10,2025-05-03,android app,1.0,0,6269.74,6923.5,13.5,0
HTL0072,2023-09-27,2023-10-05,IOS APP,,0,10403.39,,20.9,0
HTL0028,2024-08-15,2024-08-22,,,1,8216.67,,,1
HTL0056,2025-10-28,2025-11-28,,9.0,1,11088.51,11125.32,14.3,0
HTL0052,2025-06-22,2025-07-02,IOS APP,1.0,0,7609.29,,62.7,0
HTL0230,2026-01-16,2026-01-22,Mobile Web,16.0,1,7548.23,9440.01,42.1,0
HTL0285,2025-08-10,2025-08-14,iOS App,9.0,0,8446.65,9539.4,20.8,0
HTL0105,2025-04-16,2025-04-29,,8.0,1,8613.99,8537.4,65.5,0
HTL0169,2024-11-30,2025-01-15,iOS App,1.0,1,8870.56,,28.3,0
HTL0266,2024-03-15,2024-03-24,,35.0,0,7218.48,9140.0,66.3,0
HTL0176,2024-05-02,2024-05-11,IOS APP,10.0,0,9974.58,9472.02,61.6,0
HTL0174,2024-04-24,2024-04-30,iOS App,8.0,1,10741.06,,47.1,0
HTL0015,2025-10-25,2025-12-22,,19.0,1,8810.86,6575.67,74.9,0
HTL0091,2023-10-15,2023-10-15,,4.0,0,12506.84,,28.1,0
HTL0243,2024-11-28,2024-12-16,,4.0,0,6904.72,7399.96,40.8,0
HTL0047,2024-12-22,2025-01-10,IOS APP,3.0,1,12509.46,,,0
HTL0077,2024-03-01,2024-03-01,,6.0,0,9048.59,10354.33,33.9,0
HTL0152,2026-07-03,2026-07-09,,2.0,0,12285.75,10345.49,53.9,0
HTL0012,2024-06-09,2024-06-18,Android App,1.0,0,7886.55,,40.7,0
HTL0032,2023-12-16,2024-02-07,,4.0,1,6609.47,7248.62,44.3,1
HTL0230,2025-01-18,2025-01-19,Mobile Web,1.0,1,8178.68,6792.94,44.7,1
HTL0097,2025-05-16,2025-06-14,IOS APP,6.0,0,11472.01,,45.4,0
HTL0194,2025-08-22,2025-09-04,IOS APP,2.0,1,6468.4,,8.5,0
HTL0172,2023-10-18,2023-10-30,IOS APP,,0,9971.87,,53.0,0
HTL0022,2026-05-17,2026-05-19,Mobile Web,6.0,0,7229.42,,18.9,0
HTL0285,2025-10-31,2025-11-25,Mobile Web,,1,10527.69,11335.03,53.1,0
HTL0246,2025-06-07,2025-07-24,,9.0,1,9582.21,10018.49,47.4,0
HTL0249,2024-04-14,2024-04-17,Mobile Web,6.0,1,3306.05,3791.6,,0
HTL0078,2026-07-25,2026-07-31,Desktop Web,1.0,1,5602.78,,48.4,0
HTL0038,2026-02-13,2026-02-20,android app,1.0,0,9336.49,9329.37,53.0,0
HTL0045,2024-01-16,2024-01-24,,1.0,1,9715.74,7518.61,50.4,0
HTL0291,2023-10-08,2023-10-13,iOS App,11.0,0,7724.35,8217.11,56.1,0
HTL0118,2023-10-30,2023-11-02,iOS App,11.0,0,7464.37,,59.7,0
HTL0026,2026-04-13,2026-04-20,Android App,1.0,0,7523.38,6104.69,37.6,0
HTL0148,2025-02-20,2025-03-14,IOS APP,14.0,0,12248.7,14274.93,28.6,0
HTL0208,2024-03-09,2024-03-24,Android App,21.0,1,8426.81,,80.5,1
HTL0029,2026-04-23,2026-06-28,IOS APP,6.0,0,10956.88,9377.47,71.9,0
HTL0179,2025-07-20,2025-07-27,Android App,1.0,1,7182.44,,29.9,0
HTL0126,2026-05-23,2026-06-17,iOS App,6.0,0,12369.56,,35.4,0
HTL0297,2026-04-16,2026-05-05,,3.0,0,7697.6,7801.05,72.7,0
HTL0037,2026-05-23,2026-05-26,,8.0,1,11962.39,11495.89,,0
HTL0099,2026-03-12,2026-03-29,Mobile Web,10.0,0,6226.68,5343.7,38.1,0
HTL0011,2026-04-22,2026-04-26,,5.0,0,3809.39,3842.68,13.7,0
HTL0140,2026-01-17,2026-02-16,android app,15.0,1,8797.88,,,0
HTL0037,2025-12-31,2026-01-03,android app,9.0,1,12998.3,,,0
HTL0032,2024-08-27,2024-09-01,,29.0,0,6298.93,,50.4,0
HTL0193,2026-07-29,2026-08-09,Android App,5.0,1,9192.31,10694.29,44.8,0
HTL0044,2024-02-24,2024-03-05,IOS APP,19.0,1,13279.76,14548.94,43.1,0
HTL0212,2023-10-30,2023-11-08,android app,12.0,0,11099.67,10697.79,40.5,0
HTL0030,2024-11-30,2024-12-04,,10.0,1,8536.31,9560.46,51.5,0
HTL0014,2026-03-11,2026-03-23,Android App,5.0,0,8079.41,,29.7,0
HTL0076,2025-11-23,2025-11-30,,9.0,0,8296.76,,74.6,0
HTL0195,2026-05-02,2026-05-03,Desktop Web,1.0,0,10699.17,,35.8,0
HTL0025,2024-06-19,2024-06-22,IOS APP,1.0,1,10098.45,9551.93,58.8,0
HTL0142,2025-08-29,2025-09-11,Mobile Web,3.0,0,6481.09,,28.9,0
HTL0259,2026-06-27,2026-07-06,iOS App,7.0,0,7949.68,8721.88,42.4,0
HTL0134,2024-02-07,2024-02-24,Android App,,0,7730.36,7890.21,,0
